"Exact_Time_min","Trt","E_corr_avg","SD","N","SE","CI","E_corr_offset_avg","Time"
-1080,"abcb14-1 - WW",1.6159911317009,0.0953775054291632,8,0.0360493085764684,0.0797375899916317,1.6159911317009,-0.75
-1050,"abcb14-1 - WW",1.59488624555722,0.0949653984965518,8,0.0358935467968605,0.07939305997402,1.59488624555722,-0.729166666666667
-1020,"abcb14-1 - WW",1.56948753202319,0.0850358481811333,8,0.0321405295446747,0.0710917481679553,1.56948753202319,-0.708333333333333
-990,"abcb14-1 - WW",1.54014142158588,0.0829844074866154,8,0.0313651578436616,0.0693767008278557,1.54014142158588,-0.6875
-960,"abcb14-1 - WW",1.50581983243526,0.0844198991794022,8,0.0319077227048348,0.0705768019158511,1.50581983243526,-0.666666666666667
-930,"abcb14-1 - WW",1.47432623293707,0.0775136838304358,8,0.0292974186599745,0.064803061394835,1.47432623293707,-0.645833333333333
-900,"abcb14-1 - WW",1.44352063304999,0.0887302396038566,8,0.0335368782518541,0.0741803366900412,1.44352063304999,-0.625
-870,"abcb14-1 - WW",1.40404791018553,0.0845262753659116,8,0.0319479291241096,0.0706657346333362,1.40404791018553,-0.604166666666667
-840,"abcb14-1 - WW",1.37580586707802,0.0915660713082546,8,0.0346087218875498,0.0765511513251388,1.37580586707802,-0.583333333333333
-810,"abcb14-1 - WW",1.35321196213563,0.0741361141709569,8,0.0280208173235776,0.0619793424952489,1.35321196213563,-0.5625
-780,"abcb14-1 - WW",1.34522753980188,0.0937818542270239,8,0.0354462091107452,0.0784035922030197,1.34522753980188,-0.541666666666667
-750,"abcb14-1 - WW",1.33081105306401,0.0749477526942038,8,0.0283275878502906,0.0626578892814839,1.33081105306401,-0.520833333333333
-720,"abcb14-1 - WW",1.31442083841753,0.102312452962984,8,0.0386704723664357,0.0855353512203106,1.31442083841753,-0.5
-690,"abcb14-1 - WW",0.814231578694859,0.106585991392023,8,0.0402857180666521,0.0891081187563758,0.814231578694859,-0.479166666666667
-660,"abcb14-1 - WW",0.789745156863732,0.107192979996133,8,0.0405151381945271,0.0896155739286024,0.789745156863732,-0.458333333333333
-630,"abcb14-1 - WW",0.771767974654419,0.0812219324183563,8,0.0306990048832951,0.0679032347969403,0.771767974654419,-0.4375
